-1.6692e-05,2.8966e-05,-3.7889e-05,5.5895e-05,-6.5001e-05,0.00011692,-0.00019163,0.00011024,-0.00037802,0.0018356,0.013722,0.0018356,-0.00037802,0.00011024,-0.00019163,0.00011692,-6.5001e-05,5.5895e-05,-3.7889e-05,2.8966e-05,-1.6692e-05
-6.8353e-05,-2.3485e-05,-0.00012047,-4.156e-05,-0.00020497,-6.3083e-05,-0.00030687,-0.001603,-0.0030728,0.0020709,0.020584,0.0020709,-0.0030728,-0.001603,-0.00030687,-6.3083e-05,-0.00020497,-4.156e-05,-0.00012047,-2.3485e-05,-6.8353e-05
-5.9911e-05,-4.2391e-05,-9.6142e-05,-8.0055e-05,-0.0001457,-9.8946e-05,-9.3745e-05,-0.0012235,-0.0042695,-0.0041221,0.012392,-0.0041221,-0.0042695,-0.0012235,-9.3745e-05,-9.8946e-05,-0.0001457,-8.0055e-05,-9.6142e-05,-4.2391e-05,-5.9911e-05
-8.8368e-05,-2.5068e-05,-0.00012685,-4.2979e-05,-0.00020364,-0.00010637,-0.00042064,0.00037988,-0.004297,-0.013014,-0.010865,-0.013014,-0.004297,0.00037988,-0.00042064,-0.00010637,-0.00020364,-4.2979e-05,-0.00012685,-2.5068e-05,-8.8368e-05
-8.0291e-06,3.6171e-05,4.4086e-06,5.7221e-05,-2.4005e-05,8.2989e-05,-0.000167,0.0016483,-3.4026e-05,-0.013588,-0.043919,-0.013588,-3.4026e-05,0.0016483,-0.000167,8.2989e-05,-2.4005e-05,5.7221e-05,4.4086e-06,3.6171e-05,-8.0291e-06
0.00020512,2.6046e-05,0.00032778,4.0195e-05,0.00056031,0.000133,0.0012249,0.00067755,0.0060635,-0.0075609,-0.048081,-0.0075609,0.0060635,0.00067755,0.0012249,0.000133,0.00056031,4.0195e-05,0.00032778,2.6046e-05,0.00020512
0.00023614,2.3711e-05,0.00035842,5.2851e-05,0.00063702,7.4525e-05,0.0012622,0.00079837,0.0092679,0.0025665,-0.011628,0.0025665,0.0092679,0.00079837,0.0012622,7.4525e-05,0.00063702,5.2851e-05,0.00035842,2.3711e-05,0.00023614
0.00018878,-2.0608e-05,0.00027653,-2.1298e-05,0.00050408,-0.00010035,0.001396,-0.001576,0.0054403,0.011174,0.01173,0.011174,0.0054403,-0.001576,0.001396,-0.00010035,0.00050408,-2.1298e-05,0.00027653,-2.0608e-05,0.00018878
0.00017731,-2.8329e-05,0.00027483,-4.4475e-05,0.00055006,-2.7141e-05,0.0017625,-0.0018982,0.0020099,0.010696,0.014009,0.010696,0.0020099,-0.0018982,0.0017625,-2.7141e-05,0.00055006,-4.4475e-05,0.00027483,-2.8329e-05,0.00017731
0.00016206,-6.1161e-06,0.00027356,-2.3248e-05,0.00051545,-1.3879e-06,0.001381,-2.0205e-05,0.0028534,0.0056138,-0.0066057,0.0056138,0.0028534,-2.0205e-05,0.001381,-1.3879e-06,0.00051545,-2.3248e-05,0.00027356,-6.1161e-06,0.00016206
9.9482e-05,5.9405e-06,0.00016948,-8.4891e-06,0.00026631,9.0279e-06,0.00033025,0.0013622,0.0059506,0.014454,-0.015817,0.014454,0.0059506,0.0013622,0.00033025,9.0279e-06,0.00026631,-8.4891e-06,0.00016948,5.9405e-06,9.9482e-05
0.00034525,3.8383e-06,0.00054334,-8.1168e-06,0.00099172,-6.4098e-05,0.002319,0.00098729,0.01001,0.033064,-0.019959,0.033064,0.01001,0.00098729,0.002319,-6.4098e-05,0.00099172,-8.1168e-06,0.00054334,3.8383e-06,0.00034525
0.00019318,9.18e-06,0.00030213,2.6651e-05,0.00054148,6.3937e-05,0.0015523,0.0014333,0.005018,0.048315,-0.008183,0.048315,0.005018,0.0014333,0.0015523,6.3937e-05,0.00054148,2.6651e-05,0.00030213,9.18e-06,0.00019318
-0.00020125,7.4482e-05,-0.00031713,0.00016577,-0.00057923,0.00027237,-0.0010673,0.0029018,-0.0061583,0.043929,0.011002,0.043929,-0.0061583,0.0029018,-0.0010673,0.00027237,-0.00057923,0.00016577,-0.00031713,7.4482e-05,-0.00020125
-0.00039435,0.00016394,-0.0006164,0.00030179,-0.0010987,0.0005216,-0.0018242,0.0020742,-0.015211,0.027855,0.040643,0.027855,-0.015211,0.0020742,-0.0018242,0.0005216,-0.0010987,0.00030179,-0.0006164,0.00016394,-0.00039435
-0.00043266,0.00013074,-0.00067395,0.00020626,-0.0012331,0.00051345,-0.0026946,0.0018791,-0.011958,0.0068264,0.10493,0.0068264,-0.011958,0.0018791,-0.0026946,0.00051345,-0.0012331,0.00020626,-0.00067395,0.00013074,-0.00043266
-0.000369,2.3948e-05,-0.00060435,8.5769e-06,-0.0010748,6.7335e-05,-0.0035165,-0.0011922,-0.0013126,0.010337,0.22026,0.010337,-0.0013126,-0.0011922,-0.0035165,6.7335e-05,-0.0010748,8.5769e-06,-0.00060435,2.3948e-05,-0.000369
-0.00010738,-0.00023785,-0.00020551,-0.00042825,-0.00026283,-0.00093299,-0.0014209,-0.005871,0.0059773,0.038453,0.27283,0.038453,0.0059773,-0.005871,-0.0014209,-0.00093299,-0.00026283,-0.00042825,-0.00020551,-0.00023785,-0.00010738
-0.00011224,-0.00050363,-0.00015793,-0.00085489,-0.00018857,-0.0015051,-0.0008073,-0.011412,-0.0012107,0.067567,0.1698,0.067567,-0.0012107,-0.011412,-0.0008073,-0.0015051,-0.00018857,-0.00085489,-0.00015793,-0.00050363,-0.00011224
-0.00050624,-0.00076328,-0.00074284,-0.0012694,-0.0014077,-0.0021873,-0.0038711,-0.01403,-0.024127,0.07723,0.063924,0.07723,-0.024127,-0.01403,-0.0038711,-0.0021873,-0.0014077,-0.0012694,-0.00074284,-0.00076328,-0.00050624
-0.00061463,-0.00067013,-0.00094387,-0.0011101,-0.0018246,-0.0021062,-0.0041059,-0.010489,-0.038422,0.061508,0.12625,0.061508,-0.038422,-0.010489,-0.0041059,-0.0021062,-0.0018246,-0.0011101,-0.00094387,-0.00067013,-0.00061463
-0.00048504,-0.00012201,-0.0007819,-0.00020506,-0.0015201,-0.0003812,-0.0031152,-0.0010883,-0.033644,0.023336,0.47128,0.023336,-0.033644,-0.0010883,-0.0031152,-0.0003812,-0.0015201,-0.00020506,-0.0007819,-0.00012201,-0.00048504
-0.00021708,0.00078386,-0.00036781,0.0013065,-0.00066441,0.0021956,-0.0015178,0.015179,-0.00062609,-0.016981,0.9789,-0.016981,-0.00062609,0.015179,-0.0015178,0.0021956,-0.00066441,0.0013065,-0.00036781,0.00078386,-0.00021708
-2.0074e-05,0.0013834,-5.3688e-05,0.0023203,2.0572e-05,0.0038382,-0.00011426,0.025738,0.019337,-0.038733,1.3108,-0.038733,0.019337,0.025738,-0.00011426,0.0038382,2.0572e-05,0.0023203,-5.3688e-05,0.0013834,-2.0074e-05
-0.00021708,0.00078386,-0.00036781,0.0013065,-0.00066441,0.0021956,-0.0015178,0.015179,-0.00062609,-0.016981,0.9789,-0.016981,-0.00062609,0.015179,-0.0015178,0.0021956,-0.00066441,0.0013065,-0.00036781,0.00078386,-0.00021708
-0.00048504,-0.00012201,-0.0007819,-0.00020506,-0.0015201,-0.0003812,-0.0031152,-0.0010883,-0.033644,0.023336,0.47128,0.023336,-0.033644,-0.0010883,-0.0031152,-0.0003812,-0.0015201,-0.00020506,-0.0007819,-0.00012201,-0.00048504
-0.00061463,-0.00067013,-0.00094387,-0.0011101,-0.0018246,-0.0021062,-0.0041059,-0.010489,-0.038422,0.061508,0.12625,0.061508,-0.038422,-0.010489,-0.0041059,-0.0021062,-0.0018246,-0.0011101,-0.00094387,-0.00067013,-0.00061463
-0.00050624,-0.00076328,-0.00074284,-0.0012694,-0.0014077,-0.0021873,-0.0038711,-0.01403,-0.024127,0.07723,0.063924,0.07723,-0.024127,-0.01403,-0.0038711,-0.0021873,-0.0014077,-0.0012694,-0.00074284,-0.00076328,-0.00050624
-0.00011224,-0.00050363,-0.00015793,-0.00085489,-0.00018857,-0.0015051,-0.0008073,-0.011412,-0.0012107,0.067567,0.1698,0.067567,-0.0012107,-0.011412,-0.0008073,-0.0015051,-0.00018857,-0.00085489,-0.00015793,-0.00050363,-0.00011224
-0.00010738,-0.00023785,-0.00020551,-0.00042825,-0.00026283,-0.00093299,-0.0014209,-0.005871,0.0059773,0.038453,0.27283,0.038453,0.0059773,-0.005871,-0.0014209,-0.00093299,-0.00026283,-0.00042825,-0.00020551,-0.00023785,-0.00010738
-0.000369,2.3948e-05,-0.00060435,8.5769e-06,-0.0010748,6.7335e-05,-0.0035165,-0.0011922,-0.0013126,0.010337,0.22026,0.010337,-0.0013126,-0.0011922,-0.0035165,6.7335e-05,-0.0010748,8.5769e-06,-0.00060435,2.3948e-05,-0.000369
-0.00043266,0.00013074,-0.00067395,0.00020626,-0.0012331,0.00051345,-0.0026946,0.0018791,-0.011958,0.0068264,0.10493,0.0068264,-0.011958,0.0018791,-0.0026946,0.00051345,-0.0012331,0.00020626,-0.00067395,0.00013074,-0.00043266
-0.00039435,0.00016394,-0.0006164,0.00030179,-0.0010987,0.0005216,-0.0018242,0.0020742,-0.015211,0.027855,0.040643,0.027855,-0.015211,0.0020742,-0.0018242,0.0005216,-0.0010987,0.00030179,-0.0006164,0.00016394,-0.00039435
-0.00020125,7.4482e-05,-0.00031713,0.00016577,-0.00057923,0.00027237,-0.0010673,0.0029018,-0.0061583,0.043929,0.011002,0.043929,-0.0061583,0.0029018,-0.0010673,0.00027237,-0.00057923,0.00016577,-0.00031713,7.4482e-05,-0.00020125
0.00019318,9.18e-06,0.00030213,2.6651e-05,0.00054148,6.3937e-05,0.0015523,0.0014333,0.005018,0.048315,-0.008183,0.048315,0.005018,0.0014333,0.0015523,6.3937e-05,0.00054148,2.6651e-05,0.00030213,9.18e-06,0.00019318
0.00034525,3.8383e-06,0.00054334,-8.1168e-06,0.00099172,-6.4098e-05,0.002319,0.00098729,0.01001,0.033064,-0.019959,0.033064,0.01001,0.00098729,0.002319,-6.4098e-05,0.00099172,-8.1168e-06,0.00054334,3.8383e-06,0.00034525
9.9482e-05,5.9405e-06,0.00016948,-8.4891e-06,0.00026631,9.0279e-06,0.00033025,0.0013622,0.0059506,0.014454,-0.015817,0.014454,0.0059506,0.0013622,0.00033025,9.0279e-06,0.00026631,-8.4891e-06,0.00016948,5.9405e-06,9.9482e-05
0.00016206,-6.1161e-06,0.00027356,-2.3248e-05,0.00051545,-1.3879e-06,0.001381,-2.0205e-05,0.0028534,0.0056138,-0.0066057,0.0056138,0.0028534,-2.0205e-05,0.001381,-1.3879e-06,0.00051545,-2.3248e-05,0.00027356,-6.1161e-06,0.00016206
0.00017731,-2.8329e-05,0.00027483,-4.4475e-05,0.00055006,-2.7141e-05,0.0017625,-0.0018982,0.0020099,0.010696,0.014009,0.010696,0.0020099,-0.0018982,0.0017625,-2.7141e-05,0.00055006,-4.4475e-05,0.00027483,-2.8329e-05,0.00017731
0.00018878,-2.0608e-05,0.00027653,-2.1298e-05,0.00050408,-0.00010035,0.001396,-0.001576,0.0054403,0.011174,0.01173,0.011174,0.0054403,-0.001576,0.001396,-0.00010035,0.00050408,-2.1298e-05,0.00027653,-2.0608e-05,0.00018878
0.00023614,2.3711e-05,0.00035842,5.2851e-05,0.00063702,7.4525e-05,0.0012622,0.00079837,0.0092679,0.0025665,-0.011628,0.0025665,0.0092679,0.00079837,0.0012622,7.4525e-05,0.00063702,5.2851e-05,0.00035842,2.3711e-05,0.00023614
0.00020512,2.6046e-05,0.00032778,4.0195e-05,0.00056031,0.000133,0.0012249,0.00067755,0.0060635,-0.0075609,-0.048081,-0.0075609,0.0060635,0.00067755,0.0012249,0.000133,0.00056031,4.0195e-05,0.00032778,2.6046e-05,0.00020512
-8.0291e-06,3.6171e-05,4.4086e-06,5.7221e-05,-2.4005e-05,8.2989e-05,-0.000167,0.0016483,-3.4026e-05,-0.013588,-0.043919,-0.013588,-3.4026e-05,0.0016483,-0.000167,8.2989e-05,-2.4005e-05,5.7221e-05,4.4086e-06,3.6171e-05,-8.0291e-06
-8.8368e-05,-2.5068e-05,-0.00012685,-4.2979e-05,-0.00020364,-0.00010637,-0.00042064,0.00037988,-0.004297,-0.013014,-0.010865,-0.013014,-0.004297,0.00037988,-0.00042064,-0.00010637,-0.00020364,-4.2979e-05,-0.00012685,-2.5068e-05,-8.8368e-05
-5.9911e-05,-4.2391e-05,-9.6142e-05,-8.0055e-05,-0.0001457,-9.8946e-05,-9.3745e-05,-0.0012235,-0.0042695,-0.0041221,0.012392,-0.0041221,-0.0042695,-0.0012235,-9.3745e-05,-9.8946e-05,-0.0001457,-8.0055e-05,-9.6142e-05,-4.2391e-05,-5.9911e-05
-6.8353e-05,-2.3485e-05,-0.00012047,-4.156e-05,-0.00020497,-6.3083e-05,-0.00030687,-0.001603,-0.0030728,0.0020709,0.020584,0.0020709,-0.0030728,-0.001603,-0.00030687,-6.3083e-05,-0.00020497,-4.156e-05,-0.00012047,-2.3485e-05,-6.8353e-05
-1.6692e-05,2.8966e-05,-3.7889e-05,5.5895e-05,-6.5001e-05,0.00011692,-0.00019163,0.00011024,-0.00037802,0.0018356,0.013722,0.0018356,-0.00037802,0.00011024,-0.00019163,0.00011692,-6.5001e-05,5.5895e-05,-3.7889e-05,2.8966e-05,-1.6692e-05
